"Plant","Soil","Treat","Date","weight_g","dryWeight","plant_weight","pot_plus_plate_weight","bulkDen","totalLeafArea_cm2","GWC","VWC","nday"
145,"B","DRY",2018-05-16,4394,3354.7,17,97.1,1.52401168188162,262.808941,27.579217217635,42.0310492168264,1
145,"B","DRY",2018-05-22,3986.8,3354.7,17,97.1,1.52401168188162,262.808941,15.4410230422989,23.5322994966667,7
145,"B","DRY",2018-06-20,3597.1,3354.7,17,97.1,1.52401168188162,262.808941,3.82448505082422,5.82855989463773,36
145,"B","DRY",2018-06-13,3636.4,3354.7,17,97.1,1.52401168188162,262.808941,4.99597579515308,7.61392547421111,29
155,"B","DRY",2018-05-18,3809.4,2897.8,34.1,111.1,1.31644589732511,535.012563,26.4476499413348,34.816900259161,3
155,"B","DRY",2018-06-07,3200.1,2897.8,34.1,111.1,1.31644589732511,535.012563,5.42135413071987,7.13691940333273,23
155,"B","DRY",2018-06-13,3165.1,2897.8,34.1,111.1,1.31644589732511,535.012563,4.21354130719858,5.54689916707146,29
155,"B","DRY",2018-05-24,3429.6,2897.8,34.1,111.1,1.31644589732511,535.012563,13.3411553592381,17.5629092382459,9
155,"B","DRY",2018-05-16,3915,2897.8,34.1,111.1,1.31644589732511,535.012563,30.0917937745876,39.6142184577093,1
155,"B","DRY",2018-06-20,3135.8,2897.8,34.1,111.1,1.31644589732511,535.012563,3.20242942922219,4.21582508357276,36
155,"B","DRY",2018-05-31,3274.9,2897.8,34.1,111.1,1.31644589732511,535.012563,8.00262267927395,10.5350197939711,16
155,"B","DRY",2018-05-22,3509.5,2897.8,34.1,111.1,1.31644589732511,535.012563,16.0984194906481,21.1926982918823,7
157,"B","DRY",2018-06-13,3196.7,2914.5,34.4,103,1.28620306344357,355.828424,4.96826213758791,6.39019398135628,29
157,"B","DRY",2018-06-07,3225.3,2914.5,34.4,103,1.28620306344357,355.828424,5.94956253216676,7.65234555502198,23
157,"B","DRY",2018-06-20,3173,2914.5,34.4,103,1.28620306344357,355.828424,4.15508663578658,5.34428515982215,36
157,"B","DRY",2018-05-24,3421.6,2914.5,34.4,103,1.28620306344357,355.828424,12.6848516040487,16.3152949924546,9
157,"B","DRY",2018-05-22,3495.6,2914.5,34.4,103,1.28620306344357,355.828424,15.2238805970149,19.5810018613798,7
157,"B","DRY",2018-05-31,3289.7,2914.5,34.4,103,1.28620306344357,355.828424,8.15920398009949,10.494393154465,16
157,"B","DRY",2018-05-16,3846.2,2914.5,34.4,103,1.28620306344357,355.828424,27.2533882312575,35.0533914322604,1
157,"B","DRY",2018-05-18,3753.9,2914.5,34.4,103,1.28620306344357,355.828424,24.0864642305713,30.9800840808848,3
159,"B","DRY",2018-05-16,3809.1,2820.8,26.1,101.9,1.36155704288533,296.864987,30.4984401588202,41.5253659952583,1
159,"B","DRY",2018-05-24,3331.4,2820.8,26.1,101.9,1.36155704288533,296.864987,13.5635280771413,18.4675171798045,9
159,"B","DRY",2018-06-13,3074.9,2820.8,26.1,101.9,1.36155704288533,296.864987,4.47036301758368,6.08665425084515,29
159,"B","DRY",2018-06-07,3109.9,2820.8,26.1,101.9,1.36155704288533,296.864987,5.71114577424845,7.77605075187275,23
159,"B","DRY",2018-05-22,NA,2820.8,26.1,101.9,1.36155704288533,296.864987,NA,NA,7
159,"B","DRY",2018-05-18,3697.3,2820.8,26.1,101.9,1.36155704288533,296.864987,26.5350255246739,36.1289508862616,3
159,"B","DRY",2018-05-31,3186.3,2820.8,26.1,101.9,1.36155704288533,296.864987,8.41959727736814,11.4637619712587,16
159,"B","DRY",2018-06-20,3048.6,2820.8,26.1,101.9,1.36155704288533,296.864987,3.53800340328985,4.81719345150155,36
162,"C","CONTROL",2018-05-18,3398.6,2292.93046056445,56.5,134.6,1.07757807861202,NA,39.8864926418403,42.9808101035667,3
162,"C","CONTROL",2018-06-07,3378.9,2292.93046056445,56.5,134.6,1.07757807861202,NA,39.0273300837595,42.0549953650146,23
162,"C","CONTROL",2018-05-31,3314.3,2292.93046056445,56.5,134.6,1.07757807861202,NA,36.2099746902558,39.0190749533158,16
162,"C","CONTROL",2018-05-24,3351.5,2292.93046056445,56.5,134.6,1.07757807861202,NA,37.832352718713,40.767313952003,9
162,"C","CONTROL",2018-05-16,3426.7,2292.93046056445,56.5,134.6,1.07757807861202,NA,41.1119986257018,44.3013884869837,1
162,"C","CONTROL",2018-05-22,3400,2292.93046056445,56.5,134.6,1.07757807861202,NA,39.9475498794704,43.0466040443775,7
162,"C","CONTROL",2018-06-13,3309.3,2292.93046056445,56.5,134.6,1.07757807861202,NA,35.9919131272912,38.7840965932771,29
162,"C","CONTROL",2018-06-20,3314.1,2292.93046056445,56.5,134.6,1.07757807861202,NA,36.2012522277372,39.0096758189142,36
166,"C","DRY",2018-05-24,3134.8,2450.9,22.7,86,1.18301196696244,338.706096,23.4689297808968,27.7640247826021,9
166,"C","DRY",2018-05-31,2923,2450.9,22.7,86,1.18301196696244,338.706096,14.8272063323677,17.5407625278123,16
166,"C","DRY",2018-06-07,2787.7,2450.9,22.7,86,1.18301196696244,338.706096,9.30678526255663,11.0100383395541,23
166,"C","DRY",2018-06-20,2713,2450.9,22.7,86,1.18301196696244,338.706096,6.25892529274963,7.40438352164669,36
166,"C","DRY",2018-05-16,3626.5,2450.9,22.7,86,1.18301196696244,338.706096,43.5309478150884,51.4976321984669,1
166,"C","DRY",2018-06-13,2745.7,2450.9,22.7,86,1.18301196696244,338.706096,7.59312905463301,8.98276253832103,29
166,"C","DRY",2018-05-22,3205.1,2450.9,22.7,86,1.18301196696244,338.706096,26.3372638622547,31.1572983260947,7
166,"C","DRY",2018-05-18,3539.5,2450.9,22.7,86,1.18301196696244,338.706096,39.9812313843894,47.2982751816269,3
169,"C","CONTROL",2018-05-22,3629.9,2416.27740944849,43.1,115.7,1.1355458061411,NA,43.6548629071641,49.5720964918947,7
169,"C","CONTROL",2018-06-07,3549.4,2416.27740944849,43.1,115.7,1.1355458061411,NA,40.3232918017431,45.788944895273,23
169,"C","CONTROL",2018-05-31,3461.3,2416.27740944849,43.1,115.7,1.1355458061411,NA,36.6771872751892,41.6486261913927,16
169,"C","CONTROL",2018-05-24,3568.2,2416.27740944849,43.1,115.7,1.1355458061411,NA,41.1013481592824,46.6724635290182,9
169,"C","CONTROL",2018-05-18,3621,2416.27740944849,43.1,115.7,1.1355458061411,NA,43.2865277166268,49.1538350110259,3
169,"C","CONTROL",2018-06-13,3517.4,2416.27740944849,43.1,115.7,1.1355458061411,NA,38.9989405548677,44.2850833910259,29
169,"C","CONTROL",2018-05-16,3678.2,2416.27740944849,43.1,115.7,1.1355458061411,NA,45.6538055704166,51.8419874498676,1
173,"C","DRY",2018-05-16,3333,2282.2,22,103.5,1.1750219259871,355.344153,40.544211725528,47.6403377493587,1
173,"C","DRY",2018-06-20,2585.2,2282.2,22,103.5,1.1750219259871,355.344153,7.77758303391464,9.13883059603499,36
173,"C","DRY",2018-05-22,3125.4,2282.2,22,103.5,1.1750219259871,355.344153,31.4477258785383,36.9517674297145,7
173,"C","DRY",2018-05-18,3295.3,2282.2,22,103.5,1.1750219259871,355.344153,38.8922969064937,45.6993016171305,3
173,"C","DRY",2018-05-24,3065.5,2282.2,22,103.5,1.1750219259871,355.344153,28.8230654631496,33.8677338933623,9
173,"C","DRY",2018-06-13,2636.1,2282.2,22,103.5,1.1750219259871,355.344153,10.0078871264569,11.7594868063909,29
173,"C","DRY",2018-05-31,2884.4,2282.2,22,103.5,1.1750219259871,355.344153,20.8877399000964,24.5435523669289,16
173,"C","DRY",2018-06-07,2704.2,2282.2,22,103.5,1.1750219259871,355.344153,12.9918499693278,15.2657085730951,23
184,"C","DRY",2018-05-22,3375.9,2384,11.6,93.1,1.15072035955708,99.9572185,37.2147651006712,42.8237878774766,7
184,"C","DRY",2018-05-16,3561.1,2384,11.6,93.1,1.15072035955708,99.9572185,44.9832214765101,51.7631087914855,1
184,"C","DRY",2018-06-07,3003,2384,11.6,93.1,1.15072035955708,99.9572185,21.5729865771812,24.8244748708141,23
184,"C","DRY",2018-05-18,3511.8,2384,11.6,93.1,1.15072035955708,99.9572185,42.9152684563758,49.3834731486095,3
184,"C","DRY",2018-05-31,3187.9,2384,11.6,93.1,1.15072035955708,99.9572185,29.3288590604027,33.7493152433856,16
184,"C","DRY",2018-06-13,2877.1,2384,11.6,93.1,1.15072035955708,99.9572185,16.2919463087248,18.7474743142605,29
184,"C","DRY",2018-05-24,3335,2384,11.6,93.1,1.15072035955708,99.9572185,35.4991610738255,40.8496073948472,9
184,"C","DRY",2018-06-20,2784.2,2384,11.6,93.1,1.15072035955708,99.9572185,12.3951342281879,14.2633333158187,36
185,"C","DRY",2018-06-13,2860,2517.6,20,81.6,1.25440726443858,338.456636,9.56466476008898,11.9979849569753,29
185,"C","DRY",2018-05-24,3337.4,2517.6,20,81.6,1.25440726443858,338.456636,28.5271687321258,35.7846876914439,9
185,"C","DRY",2018-06-20,2814.3,2517.6,20,81.6,1.25440726443858,338.456636,7.74944391483954,9.7209587421341,36
185,"C","DRY",2018-05-31,3145.4,2517.6,20,81.6,1.25440726443858,338.456636,20.9008579599619,26.2181880579752,16
185,"C","DRY",2018-05-22,3395.9,2517.6,20,81.6,1.25440726443858,338.456636,30.8508102955196,38.6994805485164,7
185,"C","DRY",2018-06-07,2932.5,2517.6,20,81.6,1.25440726443858,338.456636,12.444391483953,15.6103350789883,23
185,"C","DRY",2018-05-16,3632.5,2517.6,20,81.6,1.25440726443858,338.456636,40.2486495074674,50.4881983260096,1
185,"C","DRY",2018-05-18,3588,2517.6,20,81.6,1.25440726443858,338.456636,38.481093104544,48.2709627338775,3
191,"C","DRY",2018-05-31,3266,2716.9,21.6,83.8,1.27166652222112,228.292848,16.3311126651699,20.7677292469179,16
191,"C","DRY",2018-06-20,3019.1,2716.9,21.6,83.8,1.27166652222112,228.292848,7.24354963377379,9.21137957131722,36
191,"C","DRY",2018-05-18,3833.8,2716.9,21.6,83.8,1.27166652222112,228.292848,37.2299311715558,47.3440570954643,3
191,"C","DRY",2018-05-22,3533.8,2716.9,21.6,83.8,1.27166652222112,228.292848,26.187934778608,33.3023199440661,7
191,"C","DRY",2018-05-24,3462.3,2716.9,21.6,83.8,1.27166652222112,228.292848,23.5562589716221,29.9557059229828,9
191,"C","DRY",2018-06-07,3125.2,2716.9,21.6,83.8,1.27166652222112,228.292848,11.148735691413,14.1774739438617,23
191,"C","DRY",2018-05-16,3925.5,2716.9,21.6,83.8,1.27166652222112,228.292848,40.6051014023336,51.6361480847416,1
191,"C","DRY",2018-06-13,3066.8,2716.9,21.6,83.8,1.27166652222112,228.292848,8.99922706025251,11.4440157783895,29
194,"C","DRY",2018-05-16,3616.5,2496.3,33.7,88.4,1.16841294836784,591.10141,39.9831750991468,46.7168595027018,1
194,"C","DRY",2018-05-18,3538,2496.3,33.7,88.4,1.16841294836784,591.10141,36.8385210110964,43.0426049480859,3
194,"C","DRY",2018-06-13,2846.8,2496.3,33.7,88.4,1.16841294836784,591.10141,9.14954132115533,10.6904425512645,29
194,"C","DRY",2018-06-20,2808.2,2496.3,33.7,88.4,1.16841294836784,591.10141,7.60325281416497,8.8837390377846,36
194,"C","DRY",2018-05-22,3297.9,2496.3,33.7,88.4,1.16841294836784,591.10141,27.2202860233145,31.8045346479169,7
194,"C","DRY",2018-06-07,2897.6,2496.3,33.7,88.4,1.16841294836784,591.10141,11.1845531386452,13.0681767089013,23
194,"C","DRY",2018-05-24,3210.2,2496.3,33.7,88.4,1.16841294836784,591.10141,23.7070864880023,27.6996668206582,9
194,"C","DRY",2018-05-31,3001.9,2496.3,33.7,88.4,1.16841294836784,591.10141,15.3627368505388,17.9500206585374,16
195,"C","CONTROL",2018-05-18,3577,2348.00217260109,314.3,111.3,1.1034593997698,NA,34.2162301540343,37.7562207881559,3
195,"C","CONTROL",2018-05-16,3625.1,2348.00217260109,314.3,111.3,1.1034593997698,NA,36.264780217628,40.0167126117273,1
195,"C","CONTROL",2018-05-31,3599.5,2348.00217260109,314.3,111.3,1.1034593997698,NA,35.1744916182933,38.8136234083297,16
195,"C","CONTROL",2018-06-07,3672,2348.00217260109,314.3,111.3,1.1034593997698,NA,38.2622230031278,42.2208096288895,23
195,"C","CONTROL",2018-06-13,3647.3,2348.00217260109,314.3,111.3,1.1034593997698,NA,37.2102648623635,41.0600165302988,29
195,"C","CONTROL",2018-06-20,3603.6,2348.00217260109,314.3,111.3,1.1034593997698,NA,35.3491081517805,39.0063056635613,36
195,"C","CONTROL",2018-05-22,3615.9,2348.00217260109,314.3,111.3,1.1034593997698,NA,35.8729577522421,39.5843524292563,7
195,"C","CONTROL",2018-05-24,3550.2,2348.00217260109,314.3,111.3,1.1034593997698,NA,33.0748342766058,36.4967367783489,9
198,"C","DRY",2018-05-22,3230,2328.7,17.3,95.4,1.19896308783024,173.198061,33.8643878558853,40.6021510311729,7
198,"C","DRY",2018-05-24,3169.4,2328.7,17.3,95.4,1.19896308783024,173.198061,31.2620775540001,37.4820770361322,9
198,"C","DRY",2018-05-31,2976.2,2328.7,17.3,95.4,1.19896308783024,173.198061,22.9656031262077,27.5349104380817,16
198,"C","DRY",2018-05-18,3499.9,2328.7,17.3,95.4,1.19896308783024,173.198061,45.4545454545455,54.4983221741016,3
198,"C","DRY",2018-06-07,2797.7,2328.7,17.3,95.4,1.19896308783024,173.198061,15.3003821874866,18.3445934724916,23
198,"C","DRY",2018-06-13,2711.4,2328.7,17.3,95.4,1.19896308783024,173.198061,11.5944518400825,13.9013197798842,29
198,"C","DRY",2018-06-20,2654.1,2328.7,17.3,95.4,1.19896308783024,173.198061,9.13385150513161,10.9511508043754,36
198,"C","DRY",2018-05-16,3583.6,2328.7,17.3,95.4,1.19896308783024,173.198061,49.048825524971,58.8077313058657,1
200,"C","CONTROL",2018-05-16,3549.2,2450.21024190885,79.8,116.2,1.1514927687871,NA,36.8535623044196,42.436610497584,1
200,"C","CONTROL",2018-05-31,3358.6,2450.21024190885,79.8,116.2,1.1514927687871,NA,29.0746380007031,33.4792354129122,16
200,"C","CONTROL",2018-06-13,3437.5,2450.21024190885,79.8,116.2,1.1514927687871,NA,32.294769834718,37.1871939343214,29
200,"C","CONTROL",2018-05-24,3541.8,2450.21024190885,79.8,116.2,1.1514927687871,NA,36.5515474049049,42.0888425247269,9
200,"C","CONTROL",2018-05-22,3598.1,2450.21024190885,79.8,116.2,1.1514927687871,NA,38.8493094106722,44.7346988587616,7
200,"C","CONTROL",2018-06-07,3494.8,2450.21024190885,79.8,116.2,1.1514927687871,NA,34.633344664744,39.8800459403639,23
200,"C","CONTROL",2018-05-18,3507.1,2450.21024190885,79.8,116.2,1.1514927687871,NA,35.1353424031265,40.4580927060589,3
200,"C","CONTROL",2018-06-20,3362.5,2450.21024190885,79.8,116.2,1.1514927687871,NA,29.2338080153122,33.6625185337423,36
201,"C","DRY",2018-06-20,2788.3,2470.9,19.3,86,1.23113874710093,262.615614,8.58391679145252,10.5679925638475,36
201,"C","DRY",2018-05-31,3128.1,2470.9,19.3,86,1.23113874710093,262.615614,22.3359909344773,27.4987038943301,16
201,"C","DRY",2018-06-13,2831.3,2470.9,19.3,86,1.23113874710093,262.615614,10.3241733781213,12.7104898775931,29
201,"C","DRY",2018-05-18,3601.8,2470.9,19.3,86,1.23113874710093,262.615614,41.507143146222,51.1010522087787,3
201,"C","DRY",2018-05-22,3387.1,2470.9,19.3,86,1.23113874710093,262.615614,32.8180015379012,40.403513295728,7
201,"C","DRY",2018-05-24,3320.4,2470.9,19.3,86,1.23113874710093,262.615614,30.118580274394,37.0801511834761,9
201,"C","DRY",2018-06-07,2903.6,2470.9,19.3,86,1.23113874710093,262.615614,13.2502327087296,16.3128748958211,23
201,"C","DRY",2018-05-16,3686.3,2470.9,19.3,86,1.23113874710093,262.615614,44.9269496944433,55.3113085578834,1
202,"C","DRY",2018-05-24,3554.6,2674.1,20.6,93.7,1.21482088965321,357.196272,28.6526307916682,34.8078144292395,9
202,"C","DRY",2018-06-13,3063.3,2674.1,20.6,93.7,1.21482088965321,357.196272,10.2800942373135,12.4884732270921,29
202,"C","DRY",2018-05-18,3938.7,2674.1,20.6,93.7,1.21482088965321,357.196272,43.0163419468232,52.2571507934667,3
202,"C","DRY",2018-06-20,3007.2,2674.1,20.6,93.7,1.21482088965321,357.196272,8.1821921394114,9.93989793411329,36
202,"C","DRY",2018-06-07,3147.1,2674.1,20.6,93.7,1.21482088965321,357.196272,13.4138588684043,16.2954359641976,23
202,"C","DRY",2018-05-31,3345.9,2674.1,20.6,93.7,1.21482088965321,357.196272,20.8481358213979,25.3267509061616,16
202,"C","DRY",2018-05-16,3988,2674.1,20.6,93.7,1.21482088965321,357.196272,44.8599528813433,54.4968078691147,1
202,"C","DRY",2018-05-22,3614.4,2674.1,20.6,93.7,1.21482088965321,357.196272,30.8888971990576,37.5244775757659,7
203,"C","CONTROL",2018-05-31,3446.6,2282.98133657889,101.9,110,1.07290242093613,NA,41.6875358625265,44.7266581497662,16
203,"C","CONTROL",2018-05-16,3561.6,2282.98133657889,101.9,110,1.07290242093613,NA,46.7248087546619,50.1311604306543,1
203,"C","CONTROL",2018-06-13,3360.4,2282.98133657889,101.9,110,1.07290242093613,NA,37.9117713120736,40.6756312227006,29
203,"C","CONTROL",2018-06-20,3314,2282.98133657889,101.9,110,1.07290242093613,NA,35.8793412060294,38.4950320415423,36
203,"C","CONTROL",2018-06-07,3413.6,2282.98133657889,101.9,110,1.07290242093613,NA,40.2420575543485,43.1758009735114,23
203,"C","CONTROL",2018-05-18,3501.3,2282.98133657889,101.9,110,1.07290242093613,NA,44.083525664264,47.2973214085886,3
203,"C","CONTROL",2018-05-22,3556.7,2282.98133657889,101.9,110,1.07290242093613,NA,46.510177127084,49.9008816378164,7
203,"C","CONTROL",2018-05-24,3455.2,2282.98133657889,101.9,110,1.07290242093613,NA,42.0642362701123,45.1308209290326,9
217,"C","DRY",2018-06-20,2372.3,2130.2,24,87.4,1.17510283313926,308.863847,6.13557412449537,7.20993053663044,36
217,"C","DRY",2018-05-18,3013,2130.2,24,87.4,1.17510283313926,308.863847,36.2125622007323,42.5534844373122,3
217,"C","DRY",2018-05-31,2558.5,2130.2,24,87.4,1.17510283313926,308.863847,14.8765374143273,17.4814612628782,16
217,"C","DRY",2018-05-16,3074.6,2130.2,24,87.4,1.17510283313926,308.863847,39.1043094545113,45.9515848279506,1
217,"C","DRY",2018-05-24,2767.9,2130.2,24,87.4,1.17510283313926,308.863847,24.7066003192189,29.0327960323534,9
217,"C","DRY",2018-06-13,2412.3,2130.2,24,87.4,1.17510283313926,308.863847,8.01333208149471,9.41648923185015,29
217,"C","DRY",2018-05-22,2824.7,2130.2,24,87.4,1.17510283313926,308.863847,27.3730166181579,32.1661093795654,7
217,"C","DRY",2018-06-07,2463.9,2130.2,24,87.4,1.17510283313926,308.863847,10.4356398460239,12.2629499486836,23
