DateTime,RECORD,PTemp,PPFD_Avg,Temp_Avg,RH_Avg,Date,Source
14/03/2018 16:40,6,18.66,85.400,17.530,45.85,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 16:50,7,18.63,53.010,17.520,44.88,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 17:00,8,18.53,45.460,17.240,46.12,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 17:10,9,18.40,35.360,17.070,48.15,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 17:20,10,18.26,32.630,16.880,50.59,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 17:30,11,18.13,26.650,16.760,51.90,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 17:40,12,17.98,24.000,16.310,51.73,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 17:50,13,17.82,19.890,16.060,51.28,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 18:00,14,17.66,15.560,15.880,51.96,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 18:10,15,17.50,10.780,15.700,55.28,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 18:20,16,17.35,7.692,15.750,59.27,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 18:30,17,17.21,6.388,15.650,62.22,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 18:40,18,17.09,4.940,15.530,64.63,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 18:50,19,16.97,2.631,15.360,66.29,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 19:00,20,16.85,1.991,15.000,60.92,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 19:10,21,16.70,1.217,14.460,58.50,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 19:20,22,16.53,1.023,14.260,60.94,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 19:30,23,16.37,906.000,14.260,62.51,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 19:40,24,16.23,906.000,14.200,65.58,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 19:50,25,16.09,0.960,14.030,63.20,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 20:00,26,15.95,807.000,13.680,62.34,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 20:10,27,15.80,808.000,13.620,63.40,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 20:20,28,15.66,807.000,13.540,64.93,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 20:30,29,15.54,813.000,13.750,67.45,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 20:40,30,15.45,821.000,13.610,66.86,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 20:50,31,15.36,1.004,13.520,66.82,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 21:00,32,15.26,999.000,13.270,68.86,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 21:10,33,15.17,943.000,13.430,68.68,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 21:20,34,15.10,946.000,13.310,71.06,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 21:30,35,15.04,1.076,13.410,70.89,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 21:40,36,14.95,1.036,12.930,73.12,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 21:50,37,14.88,1.139,13.350,74.52,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 22:00,38,14.84,901.000,13.560,74.44,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 22:10,39,14.81,1.068,13.370,74.13,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 22:20,40,14.76,1.121,12.950,75.80,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 22:30,41,14.71,1.052,13.030,76.35,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 22:40,42,14.68,1.005,13.270,76.87,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 22:50,43,14.65,903.000,13.370,76.52,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 23:00,44,14.64,1.165,13.410,77.10,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 23:10,45,14.63,1.080,13.420,78.07,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 23:20,46,14.62,978.000,13.470,78.88,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 23:30,47,14.61,1.160,13.350,77.20,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 23:40,48,14.56,986.000,12.620,75.63,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
14/03/2018 23:50,49,14.48,1.005,12.500,75.14,14/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 00:00,50,14.40,1.041,12.490,76.97,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 00:10,51,14.33,1.092,12.520,78.63,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 00:20,52,14.28,893.000,12.520,78.92,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 00:30,53,14.24,1.021,12.440,78.46,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 00:40,54,14.20,1.144,12.390,78.73,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 00:50,55,14.16,1.076,12.360,78.25,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 01:00,56,14.12,1.056,12.290,78.28,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 01:10,57,14.07,1.227,12.270,78.15,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 01:20,58,14.03,1.211,12.180,78.12,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 01:30,59,13.98,1.174,12.190,79.04,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 01:40,60,13.95,924.000,12.390,77.39,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 01:50,61,13.91,1.032,12.150,75.96,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 02:00,62,13.86,1.071,12.010,77.31,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 02:10,63,13.81,1.016,11.840,77.67,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 02:20,64,13.75,1.074,11.850,77.75,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 02:30,65,13.70,1.080,11.850,78.15,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 02:40,66,13.66,1.214,11.730,77.95,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 02:50,67,13.61,1.103,11.640,77.89,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 03:00,68,13.56,955.000,11.480,77.88,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 03:10,69,13.51,1.138,11.390,77.97,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 03:20,70,13.46,1.033,11.380,78.00,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 03:30,71,13.41,999.000,11.380,78.35,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 03:40,72,13.36,1.176,11.300,79.53,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 03:50,73,13.31,989.000,11.370,79.13,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 04:00,74,13.28,917.000,11.360,78.90,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 04:10,75,13.24,985.000,11.350,78.71,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 04:20,76,13.21,1.137,11.290,78.46,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 04:30,77,13.16,996.000,11.180,78.09,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 04:40,78,13.12,1.027,11.080,78.94,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 04:50,79,13.08,1.014,11.490,78.85,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 05:00,80,13.08,1.131,11.870,77.66,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 05:10,81,13.09,1.119,11.490,77.36,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 05:20,82,13.08,842.000,11.260,77.32,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 05:30,83,13.05,0.930,10.960,77.90,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 05:40,84,13.00,1.001,10.770,78.14,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 05:50,85,12.95,1.018,10.600,78.24,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 06:00,86,12.89,1.014,10.430,78.36,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 06:10,87,12.81,0.830,10.290,79.30,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 06:20,88,12.72,1.138,10.220,79.95,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 06:30,89,12.65,1.019,10.290,78.79,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 06:40,90,12.59,1.183,10.370,78.37,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 06:50,91,12.55,1.003,10.440,77.43,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 07:00,92,12.51,1.001,10.480,75.98,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 07:10,93,12.48,1.311,10.590,74.67,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 07:20,94,12.47,1.770,10.720,74.08,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 07:30,95,12.46,3.039,10.890,73.75,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 07:40,96,12.47,5.813,11.240,74.19,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 07:50,97,12.50,15.280,11.110,73.11,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 08:00,98,12.51,31.190,10.790,72.01,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 08:10,99,12.52,23.360,10.650,68.76,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 08:20,100,12.53,43.600,10.560,69.28,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 08:30,101,12.53,56.020,10.480,70.56,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 08:40,102,12.55,60.570,11.190,70.88,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 08:50,103,12.62,78.160,11.760,68.57,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 09:00,104,12.72,88.300,11.600,69.09,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 09:10,105,12.83,125.800,11.960,67.35,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 09:20,106,12.98,89.200,12.720,64.38,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 09:30,107,13.14,109.100,13.250,62.68,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 09:40,108,13.34,137.600,13.930,61.01,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 09:50,109,13.59,160.300,14.760,57.25,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 10:00,110,13.87,176.600,15.190,56.37,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 10:10,111,14.16,208.800,15.300,55.14,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 10:20,112,14.44,207.400,15.480,54.10,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 10:30,113,14.73,286.400,16.110,52.28,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 10:40,114,15.01,281.600,16.780,50.28,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 10:50,115,15.32,459.700,17.760,45.43,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 11:00,116,15.68,513.300,18.300,43.76,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 11:10,117,16.13,535.900,18.910,39.85,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 11:20,118,16.69,500.800,19.720,38.05,15/03/2018,CR6Series_Test_2018_03_14_1640.dat
15/03/2018 11:30,119,17.34,298.800,20.090,37.54,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 11:40,120,17.88,174.500,20.010,36.29,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 11:50,121,18.32,179.500,19.760,36.35,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 12:00,122,18.69,242.000,19.890,36.59,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 12:10,123,19.05,278.700,20.690,35.37,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 12:20,124,19.32,305.600,20.210,35.19,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 12:30,125,19.57,737.300,20.580,34.71,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 12:40,126,19.84,622.800,20.940,33.15,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 12:50,127,20.10,387.100,21.060,34.10,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 13:00,128,20.27,1003.000,20.570,33.48,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 13:10,129,20.38,1210.000,20.730,32.27,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 13:20,130,20.48,1244.000,21.480,29.73,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 13:30,131,20.62,771.000,21.860,29.27,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 13:40,132,20.77,411.800,21.320,29.04,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 13:50,133,20.85,328.800,20.450,31.62,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 14:00,134,20.83,462.200,19.970,32.89,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 14:10,135,20.78,444.300,19.860,31.05,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 14:20,136,20.68,354.900,19.160,31.78,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 14:30,137,20.57,532.100,19.330,31.82,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 14:40,138,20.54,424.400,19.800,31.20,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 14:50,139,20.51,253.500,19.400,30.81,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 15:00,140,20.40,281.700,18.690,31.85,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 15:10,141,20.23,329.900,18.360,31.49,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 15:20,142,20.10,258.500,18.710,32.56,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 15:30,143,19.98,163.300,18.470,33.07,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 15:40,144,19.84,241.100,18.070,33.29,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 15:50,145,19.68,228.600,17.790,33.02,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 16:00,146,19.53,172.700,17.860,36.93,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 16:10,147,19.40,199.600,17.670,38.08,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 16:20,148,19.26,204.400,17.330,41.10,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 16:30,149,19.11,185.100,17.010,45.23,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 16:40,150,18.97,167.300,16.930,48.57,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 16:50,151,18.84,153.400,16.680,49.50,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 17:00,152,18.68,85.100,16.190,49.76,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 17:10,153,18.49,105.000,15.760,50.57,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 17:20,154,18.29,103.800,15.680,50.24,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 17:30,155,18.11,88.300,15.620,49.17,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 17:40,156,17.94,90.400,15.510,49.97,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 17:50,157,17.76,71.550,15.380,51.40,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 18:00,158,17.60,71.790,15.220,52.06,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 18:10,159,17.43,59.300,15.030,50.33,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 18:20,160,17.24,37.280,14.810,52.72,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 18:30,161,17.04,30.150,14.490,53.70,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 18:40,162,16.84,22.300,14.240,56.39,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 18:50,163,16.65,15.240,14.010,57.29,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 19:00,164,16.47,7.504,13.830,59.77,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 19:10,165,16.31,3.610,13.680,59.39,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 19:20,166,16.15,1.680,13.550,60.46,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 19:30,167,16.00,972.000,13.430,61.28,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 19:40,168,15.87,851.000,13.210,60.37,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 19:50,169,15.75,924.000,13.050,61.44,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 20:00,170,15.62,953.000,12.970,62.80,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 20:10,171,15.49,973.000,12.890,63.10,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 20:20,172,15.36,868.000,12.880,63.35,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 20:30,173,15.24,1.002,12.790,64.85,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 20:40,174,15.12,1.035,12.730,64.75,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 20:50,175,15.00,1.036,12.580,65.48,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 21:00,176,14.88,1.012,12.530,66.06,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 21:10,177,14.75,817.000,12.440,66.30,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 21:20,178,14.63,1.089,12.340,66.48,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 21:30,179,14.51,1.171,12.200,68.00,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 21:40,180,14.39,935.000,12.120,67.89,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 21:50,181,14.29,839.000,12.150,68.24,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 22:00,182,14.21,1.189,12.130,68.65,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 22:10,183,14.13,948.000,12.090,69.48,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 22:20,184,14.07,1.108,12.090,69.77,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 22:30,185,14.01,791.000,12.070,69.23,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 22:40,186,13.97,1.015,12.100,68.76,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 22:50,187,13.93,941.000,12.050,69.73,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 23:00,188,13.89,1.142,12.000,70.03,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 23:10,189,13.85,1.143,12.040,69.68,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 23:20,190,13.82,1.043,12.030,70.72,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 23:30,191,13.77,892.000,11.920,70.94,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 23:40,192,13.74,1.165,12.190,71.55,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
15/03/2018 23:50,193,13.74,1.142,12.160,72.32,15/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 00:00,194,13.74,1.001,12.110,73.41,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 00:10,195,13.74,1.122,12.150,71.64,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 00:20,196,13.75,902.000,12.320,72.04,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 00:30,197,13.76,1.190,12.520,72.47,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 00:40,198,13.78,1.030,12.580,71.78,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 00:50,199,13.79,1.113,12.450,72.20,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 01:00,200,13.81,1.081,12.280,71.35,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 01:10,201,13.81,1.024,12.130,72.71,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 01:20,202,13.80,892.000,12.200,73.82,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 01:30,203,13.79,914.000,12.330,73.95,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 01:40,204,13.79,1.185,12.420,73.59,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 01:50,205,13.79,1.143,12.480,74.74,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 02:00,206,13.79,1.220,12.390,72.28,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 02:10,207,13.75,1.011,11.250,74.10,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 02:20,208,13.63,896.000,10.680,76.00,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 02:30,209,13.49,1.010,10.550,76.29,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 02:40,210,13.34,888.000,10.390,76.55,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 02:50,211,13.18,1.165,10.440,77.06,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 03:00,212,13.05,946.000,10.450,76.99,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 03:10,213,12.91,1.060,10.210,77.88,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 03:20,214,12.78,886.000,10.110,78.61,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 03:30,215,12.66,954.000,10.220,78.86,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 03:40,216,12.61,1.261,11.140,77.04,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 03:50,217,12.62,935.000,11.540,75.62,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 04:00,218,12.64,1.103,10.950,76.60,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 04:10,219,12.62,1.119,10.570,76.77,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 04:20,220,12.57,1.159,10.210,77.82,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 04:30,221,12.50,1.112,9.950,78.09,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 04:40,222,12.42,1.040,9.850,77.73,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 04:50,223,12.34,1.052,9.670,78.26,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 05:00,224,12.25,1.044,9.480,78.52,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 05:10,225,12.16,1.105,9.380,78.52,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 05:20,226,12.08,1.128,9.430,77.72,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 05:30,227,12.00,1.074,9.650,77.95,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 05:40,228,11.95,985.000,9.780,76.14,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 05:50,229,11.89,1.021,9.320,78.41,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 06:00,230,11.83,1.011,9.710,78.45,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 06:10,231,11.83,638.000,10.460,75.89,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 06:20,232,11.83,1.140,9.840,76.19,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 06:30,233,11.80,1.097,9.330,77.53,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 06:40,234,11.74,1.135,9.170,78.25,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 06:50,235,11.65,1.193,9.100,78.89,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 07:00,236,11.61,948.000,9.930,77.50,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 07:10,237,11.64,1.329,10.520,77.21,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 07:20,238,11.69,1.877,10.840,76.67,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 07:30,239,11.77,3.040,11.080,76.49,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 07:40,240,11.87,5.170,11.260,76.10,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 07:50,241,11.96,8.800,11.400,75.82,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 08:00,242,12.05,15.040,10.760,74.11,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 08:10,243,12.06,20.210,10.000,76.15,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 08:20,244,12.05,23.080,10.410,76.37,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
16/03/2018 08:30,245,12.10,34.810,11.100,75.43,16/03/2018,CR6Series_Test_2018_03_15_1130.dat
